microp_capacity,microp_volume,potential,slope,intercept,corr_coef,min_p_index,max_p_index,curvature,point_count,pressure_range
478.24721421562526,0.7404994965155285,5.23725095381743,-0.03440794537711843,2.6796524489464733,-0.9797041607175153,0,9,0.014287268961152698,10,"[8.5e-07, 0.00192176]"
438.9191277050315,0.6796054078635378,5.347318127354649,-0.03300604326062905,2.6423845074244605,-0.9785116856206049,0,10,0.014044053946477227,11,"[8.5e-07, 0.00291461]"
413.9203171001402,0.6408982160260067,5.42808703004473,-0.03203110379387194,2.616916744081176,-0.9783133954667046,0,11,0.013913608583238098,12,"[8.5e-07, 0.00394491]"
397.20541260463324,0.6150175041361775,5.487940713075649,-0.0313362257444394,2.5990151578704457,-0.9785865308123349,0,12,0.013828102916976313,13,"[8.5e-07, 0.00481317]"
385.54412934907583,0.5969616239913704,5.532919642201286,-0.03082881159610972,2.5860740945424414,-0.9790476845707108,0,13,0.013775818587123824,14,"[8.5e-07, 0.00594435]"
376.8691102781328,0.5835295598551857,5.568442826272435,-0.030436729128311392,2.576190542369947,-0.9795641131603064,0,14,0.013723524726449112,15,"[8.5e-07, 0.00683536]"
370.2873202814876,0.5733385706892995,5.596655884509084,-0.030130636054797606,2.5685388407935306,-0.9800810390550804,0,15,0.013690645046666707,16,"[8.5e-07, 0.00791436]"
365.10472577826073,0.5653140417297783,5.6197564602745285,-0.029883435136097956,2.562417454330551,-0.9805774074774803,0,16,0.013657556438263703,17,"[8.5e-07, 0.00888334]"
360.96300639970593,0.558901163571024,5.638817045387421,-0.029681749900492056,2.5574626951474304,-0.9810452043367357,0,17,0.013632471965808652,18,"[8.5e-07, 0.00993294]"
357.5870951184635,0.5536740330625042,5.654792702859178,-0.029514275805124963,2.553381837249244,-0.9814832866197601,0,18,0.0356651479017256,19,"[8.5e-07, 0.01909818]"
355.08049053511314,0.5497929034358974,5.667388445899485,-0.029383230923827174,2.5503268111759994,-0.9821106000794104,0,19,0.03534456178203358,20,"[8.5e-07, 0.02913296]"
353.96195438258775,0.54806100530213,5.673206053221659,-0.02932299956532107,2.5489565843713846,-0.9828888459189407,0,20,0.03517032112965939,21,"[8.5e-07, 0.03842946]"
379.8790484449964,0.5881900317426403,5.720432078565378,-0.02884083582780916,2.5796453414735296,-0.9866026391232999,1,10,0.014868237398490188,10,"[2.29e-06, 0.00291461]"
365.35832294907067,0.565706701784496,5.793627193480427,-0.028116704547198813,2.5627190051250115,-0.9868511136996263,1,11,0.014692883695432389,11,"[2.29e-06, 0.00394491]"
355.95789533451534,0.5511514431051001,5.844953241647182,-0.02762507251177274,2.5513986302613194,-0.9873508021566205,1,12,0.014579018478914425,12,"[2.29e-06, 0.00481317]"
349.56410638191915,0.54125154748733,5.881867202286328,-0.027279416657413087,2.54352683242759,-0.9878906214118431,1,13,0.014509802967603779,13,"[2.29e-06, 0.00594435]"
344.9152315276456,0.5340534093975989,5.909949196723276,-0.02702078824052516,2.5377123733246134,-0.9884105962364542,1,14,0.01444088048350766,14,"[2.29e-06, 0.00683536]"
341.45907454361634,0.5287020295453403,5.9315404507820615,-0.02682443086068189,2.533338658925415,-0.9888823744637112,1,15,0.014397700091381777,15,"[2.29e-06, 0.00791436]"
338.79639143428386,0.5245792339634049,5.9486690192460445,-0.026670176989881923,2.529938775954643,-0.9893097502440276,1,16,0.014354364415018313,16,"[2.29e-06, 0.00888334]"
336.7188303830895,0.5213624187543233,5.962353405174697,-0.026547894344560757,2.5272674041896797,-0.9896946371645284,1,17,0.014321590582439172,17,"[2.29e-06, 0.00993294]"
335.0713191913538,0.518811476121056,5.973434414656267,-0.026449490447627778,2.525137255498639,-0.9900434472231284,1,18,0.03745244286993643,18,"[2.29e-06, 0.01909818]"
334.3541713257206,0.5177010720922536,5.978539366815514,-0.02640434037727056,2.5242067457277604,-0.9905469704305871,1,19,0.03703688903276632,19,"[2.29e-06, 0.02913296]"
334.91608208920366,0.5185711129938578,5.974428609865544,-0.026440688344372857,2.5249360021081184,-0.9910692419525464,1,20,0.03681273662544376,20,"[2.29e-06, 0.03842946]"
340.62255563588,0.5274067960100642,6.058145237622443,-0.025714977426020507,2.5322734030624554,-0.9901666172202812,2,11,0.015588119518322625,10,"[5.69e-06, 0.00394491]"
334.81714965544114,0.518417929838342,6.10100380869999,-0.02535495925219667,2.524807694870728,-0.9908958433560855,2,12,0.015434516885609102,11,"[5.69e-06, 0.00481317]"
331.0272052666099,0.5125497264733642,6.130250448445774,-0.025113605835561565,2.5198636874664917,-0.9915323767639149,2,13,0.015341838499839349,12,"[5.69e-06, 0.00594435]"
328.3840840125295,0.5084572197118014,6.15140440819464,-0.02494117732502208,2.5163820997475272,-0.9920848559369674,2,14,0.015250061622287677,13,"[5.69e-06, 0.00683536]"
326.49001500925533,0.5055245164955567,6.1669670564211945,-0.024815455553970297,2.51386990385706,-0.9925494990750631,2,15,0.01519281769409465,14,"[5.69e-06, 0.00791436]"
325.0934429219302,0.5033621182697604,6.178715445674196,-0.02472117561470754,2.512008209940477,-0.9929499418769837,2,16,0.015135562728101806,15,"[5.69e-06, 0.00888334]"
324.05717828136676,0.5017576061643368,6.187598053616267,-0.024650249580475788,2.510621646074492,-0.9932960189934937,2,17,0.015092390342705257,16,"[5.69e-06, 0.00993294]"
323.28576830512606,0.5005631847813494,6.19432314864592,-0.024596753733732366,2.5095865865088824,-0.9935996795282181,2,18,0.03944731196704518,17,"[5.69e-06, 0.01909818]"
323.5468567117196,0.5009674439759287,6.1919141517908525,-0.024615896450307678,2.509937184966799,-0.9939921012364923,2,19,0.03890518337021797,18,"[5.69e-06, 0.02913296]"
